Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,User_Score,Rating,cluster
The Gunstringer,X360,2011.0,Shooter,0.4,77.0,8.1,T,1
Marvel: Ultimate Alliance,Wii,2006.0,Role-Playing,0.4,73.0,7.3,T,1
MX vs. ATV Unleashed,XB,2005.0,Racing,0.4,80.0,8.3,E,1
FIFA Soccer 13,PC,2012.0,Action,0.4,86.0,6.6,E,3
Rampage: Total Destruction,GC,2006.0,Action,0.4,57.0,6.7,E10+,2
The Urbz: Sims in the City,GC,2004.0,Simulation,0.4,73.0,8.4,T,0
WWE SmackDown! vs. RAW 2006,PSP,2005.0,Fighting,0.4,81.0,8.5,T,3
Mafia II,PC,2010.0,Action,0.4,77.0,7.9,M,3
NBA Live 2002,XB,2001.0,Sports,0.4,76.0,7.5,E,1
Sega Superstars Tennis,PS3,2008.0,Sports,0.4,67.0,7.4,E10+,1
Spore Hero,Wii,2009.0,Simulation,0.4,61.0,7.1,E10+,1
I-Ninja,PS2,2003.0,Platform,0.4,73.0,8.3,T,0
Ghostbusters: The Video Game,DS,2009.0,Action,0.4,55.0,6.0,E,2
Call of Duty: Finest Hour,GC,2004.0,Shooter,0.4,74.0,8.9,T,0
Naruto: Path of the Ninja,DS,2007.0,Role-Playing,0.4,57.0,7.2,E10+,0
Castlevania: Portrait of Ruin,DS,2006.0,Platform,0.4,85.0,8.3,T,0
Suzuki TT Superbikes,PS2,2005.0,Racing,0.4,71.0,8.5,E,0
Rumble Roses,PS2,2004.0,Fighting,0.39,66.0,8.5,M,3
Tomb Raider: Anniversary,X360,2007.0,Action,0.39,77.0,8.3,T,3
Sherlock Holmes: The Mystery of the Mummy,DS,2009.0,Adventure,0.39,57.0,3.1,E,2
Fantastic Four: Rise of the Silver Surfer,PS2,2007.0,Action,0.39,36.0,6.4,T,2
Ultimate Spider-Man,XB,2005.0,Action,0.39,77.0,7.4,T,3
Juiced 2: Hot Import Nights,PS2,2007.0,Racing,0.39,66.0,6.7,T,3
LEGO The Lord of the Rings,3DS,2012.0,Action,0.39,61.0,7.6,E10+,3
No More Heroes 2: Desperate Struggle,Wii,2010.0,Action,0.39,84.0,8.8,M,3
Legends of WrestleMania,X360,2009.0,Fighting,0.39,71.0,6.3,T,3
Fishing Resort,Wii,2011.0,Sports,0.39,69.0,7.0,E,1
Armored Core V,PS3,2012.0,Simulation,0.39,65.0,7.3,T,1
Mass Effect 2,PC,2010.0,Role-Playing,0.39,94.0,8.8,M,0
Harry Potter and the Deathly Hallows - Part 1,PS3,2010.0,Action,0.39,38.0,2.8,T,2
The House of The Dead III,XB,2002.0,Shooter,0.39,72.0,7.3,M,1
Project X Zone,3DS,2012.0,Role-Playing,0.39,70.0,7.3,T,0
NBA Jam,PS3,2010.0,Sports,0.39,71.0,5.7,E,1
NBA Jam,X360,2010.0,Sports,0.39,75.0,7.0,E,1
Madden NFL Football,3DS,2011.0,Sports,0.39,49.0,5.3,E,2
Donkey Konga 2,GC,2004.0,Misc,0.39,69.0,6.0,T,3
Transformers: Fall of Cybertron,PS3,2012.0,Action,0.39,77.0,8.2,T,3
Alpha Protocol,X360,2010.0,Role-Playing,0.39,63.0,7.2,M,1
SSX 3,XB,2003.0,Sports,0.39,92.0,8.7,E,1
Combat of Giants: Dinosaurs 3D,3DS,2011.0,Strategy,0.39,44.0,5.3,E10+,2
Madden NFL 2005,GBA,2004.0,Sports,0.39,79.0,7.6,E,0
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009.0,Action,0.39,66.0,7.6,T,3
Until Dawn: Rush of Blood,PS4,2016.0,Adventure,0.39,72.0,8.0,M,3
Sonic Lost World,WiiU,2013.0,Platform,0.39,63.0,7.3,E10+,1
Skylanders SWAP Force,PS4,2013.0,Platform,0.39,79.0,5.2,E10+,1
Iron Man 2,PS3,2010.0,Action,0.39,41.0,5.2,T,2
Star Wars The Clone Wars: Republic Heroes,X360,2009.0,Action,0.39,43.0,6.3,T,2
Kengo: Master of Bushido,PS2,2000.0,Fighting,0.39,62.0,8.4,M,0
Blood Omen 2,PS2,2002.0,Action,0.39,67.0,8.8,M,3
Monopoly Streets,PS3,2010.0,Misc,0.39,64.0,6.1,E,2
Condemned 2: Bloodshot,PS3,2008.0,Action,0.39,82.0,8.1,M,3
Chessmaster,PS2,2003.0,Misc,0.39,79.0,7.3,E,0
The Darkness II,X360,2012.0,Shooter,0.39,80.0,7.5,M,1
Ice Age 2: The Meltdown,PS2,2006.0,Platform,0.39,68.0,8.0,E10+,0
The Sims 2,GBA,2005.0,Simulation,0.39,58.0,7.5,E10+,0
Hitman: Blood Money,X360,2006.0,Action,0.39,82.0,8.7,M,3
Advance Wars: Dual Strike,DS,2005.0,Strategy,0.39,90.0,9.0,E,0
Auto Modellista,PS2,2002.0,Racing,0.39,66.0,7.5,E,0
Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005.0,Shooter,0.39,84.0,7.2,T,1
Just Dance 2015,PS4,2014.0,Misc,0.39,72.0,5.8,E10+,3
Samurai Warriors Chronicles,3DS,2011.0,Action,0.39,61.0,7.7,T,3
One Piece: Unlimited World Red,3DS,2013.0,Action,0.39,75.0,7.6,T,3
EA Sports Active 2,X360,2010.0,Sports,0.39,68.0,5.4,E,1
MotoGP 08,PS3,2008.0,Racing,0.39,65.0,6.0,E,2
Red Faction: Armageddon,X360,2011.0,Shooter,0.39,71.0,7.0,M,1
Harry Potter: Quidditch World Cup,GBA,2003.0,Sports,0.39,53.0,8.3,E,0
Dungeon Siege III,PS3,2011.0,Role-Playing,0.39,71.0,6.3,T,3
Shin Megami Tensei: Nocturne,PS2,2003.0,Role-Playing,0.38,82.0,8.7,M,0
Farming Simulator 2013,X360,2013.0,Simulation,0.38,33.0,6.2,E,2
ESPN College Hoops 2K5,XB,2004.0,Sports,0.38,86.0,8.3,E,1
Looney Tunes: Acme Arsenal,PS2,2007.0,Action,0.38,38.0,3.9,E10+,2
Marvel: Ultimate Alliance,PS3,2006.0,Role-Playing,0.38,78.0,7.6,T,0
Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011.0,Role-Playing,0.38,78.0,8.2,T,0
NFL GameDay 2002,PS2,2001.0,Sports,0.38,51.0,4.6,E,2
Naruto: Clash of Ninja Revolution 2,Wii,2008.0,Fighting,0.38,72.0,8.4,T,3
Turok: Evolution,GC,2002.0,Shooter,0.38,70.0,7.0,M,0
NCAA Football 08,PS3,2007.0,Sports,0.38,77.0,7.9,E,1
Sega Superstars Tennis,PS2,2008.0,Sports,0.38,70.0,8.3,E10+,0
Headhunter,PS2,2002.0,Action,0.38,74.0,7.8,M,3
Viking: Battle for Asgard,PS3,2008.0,Action,0.38,65.0,7.4,M,3
Rock Band 4,PS4,2015.0,Misc,0.38,78.0,6.3,T,3
Marvel Nemesis: Rise of the Imperfects,GC,2005.0,Fighting,0.38,54.0,5.7,T,2
Brunswick Pro Bowling,Wii,2007.0,Sports,0.38,52.0,5.4,E,2
Bratz: Rock Angelz,PS2,2005.0,Misc,0.38,60.0,5.1,E,2
FlatOut,PS2,2004.0,Racing,0.38,70.0,8.5,T,0
Battlefield 1,PC,2016.0,Shooter,0.38,88.0,7.6,M,1
SSX 3,GC,2003.0,Sports,0.38,92.0,8.7,E,0
Metal Gear Solid: Snake Eater 3D,3DS,2012.0,Action,0.38,78.0,7.8,M,3
LocoRoco,PSP,2006.0,Platform,0.38,83.0,8.7,E,0
Risk: Global Domination,PS2,2003.0,Strategy,0.38,60.0,8.8,T,0
Deus Ex: Mankind Divided,PS4,2016.0,Role-Playing,0.38,84.0,7.6,M,1
Grandia Xtreme,PS2,2002.0,Role-Playing,0.38,68.0,6.5,T,0
The Incredible Hulk,PS2,2008.0,Action,0.38,50.0,6.0,T,2
Mercenaries 2: World in Flames,PS2,2008.0,Shooter,0.38,49.0,7.4,T,2
Saints Row: The Third,PC,2011.0,Action,0.38,84.0,8.1,M,3
Ghost Trick: Phantom Detective,DS,2010.0,Adventure,0.38,83.0,9.0,T,3
Hunter: The Reckoning,XB,2002.0,Action,0.38,79.0,8.9,M,3
MX vs. ATV Untamed,PS2,2007.0,Racing,0.38,53.0,8.2,E,0
Dawn of Discovery,PC,2009.0,Simulation,0.38,82.0,8.8,T,0
Get Fit with Mel B,PS3,2010.0,Sports,0.38,73.0,5.8,E,1
Pokemon Channel,GC,2003.0,Adventure,0.38,55.0,6.0,E,2
Virtua Tennis 2009,PS3,2009.0,Sports,0.38,70.0,6.3,E,1
The Dog Island,Wii,2007.0,Adventure,0.38,70.0,8.1,E,3
Madagascar: Escape 2 Africa,PS2,2008.0,Action,0.38,56.0,5.8,E,2
Need for Speed: Nitro,DS,2009.0,Racing,0.38,70.0,6.3,E10+,0
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009.0,Fighting,0.38,61.0,6.6,T,3
Age of Empires III,PC,2005.0,Strategy,0.38,81.0,7.7,T,0
EyeToy Play 2,PS2,2004.0,Misc,0.38,78.0,7.0,E10+,0
Dance Dance Revolution Ultramix 3,XB,2005.0,Simulation,0.38,75.0,8.6,E10+,1
Pro Evolution Soccer 2011 3D,3DS,2011.0,Sports,0.38,73.0,6.7,E,0
Just Dance 2014,PS3,2013.0,Misc,0.38,77.0,7.1,E10+,3
Wii Sports Club,WiiU,2014.0,Sports,0.38,68.0,7.0,E10+,1
Harry Potter and the Prisoner of Azkaban,GC,2004.0,Action,0.38,67.0,7.3,E,0
Skylanders Giants,WiiU,2012.0,Action,0.37,80.0,6.9,E10+,3
GRID 2,PS3,2013.0,Racing,0.37,82.0,6.6,E,1
Super Dragon Ball Z,PS2,2006.0,Fighting,0.37,72.0,5.8,T,3
Disney Sing It,PS3,2008.0,Misc,0.37,54.0,3.5,E,2
Ultimate Spider-Man,GC,2005.0,Action,0.37,76.0,7.2,T,3
Major League Baseball 2K6,X360,2006.0,Sports,0.37,66.0,3.9,E,2
NBA 2K7,PS3,2006.0,Sports,0.37,80.0,7.4,E,1
Just Dance 4,WiiU,2012.0,Misc,0.37,66.0,7.8,E10+,1
"Monsters, Inc. Scream Arena",GC,2002.0,Platform,0.37,39.0,4.7,E,2
Need for Speed: Hot Pursuit,PC,2010.0,Racing,0.37,86.0,6.7,E10+,0
Rampage: Total Destruction,PS2,2006.0,Action,0.37,51.0,7.0,E10+,2
High Heat Major League Baseball 2003,PS2,2002.0,Sports,0.37,84.0,7.9,E,0
Trivial Pursuit,X360,2009.0,Misc,0.37,66.0,6.4,E,1
Kingdom Under Fire: Circle of Doom,X360,2007.0,Role-Playing,0.37,55.0,5.9,M,2
Spider-Man: Friend or Foe,PS2,2007.0,Action,0.37,62.0,8.3,E10+,3
EA Sports MMA,PS3,2010.0,Fighting,0.37,77.0,6.9,T,3
Guitar Hero On Tour: Modern Hits,DS,2009.0,Misc,0.37,70.0,6.3,E10+,0
Quake 4,X360,2005.0,Shooter,0.37,75.0,6.7,M,1
Tiger Woods PGA Tour 14,PS3,2013.0,Sports,0.37,74.0,3.8,E,2
Skate,PS3,2007.0,Sports,0.37,85.0,8.2,T,0
Rage,PC,2011.0,Shooter,0.37,79.0,5.2,M,1
Custom Robo,GC,2004.0,Role-Playing,0.37,65.0,8.1,T,0
Prince of Persia: The Forgotten Sands,PSP,2010.0,Action,0.37,65.0,7.4,T,3
BioShock The Collection,PS4,2016.0,Shooter,0.37,84.0,8.5,M,1
Theatrhythm Final Fantasy: Curtain Call,3DS,2014.0,Misc,0.37,83.0,8.2,T,3
DiRT 2,Wii,2009.0,Racing,0.37,51.0,5.5,E10+,2
Pac-Man World 2,GC,2002.0,Action,0.37,74.0,8.3,E,0
Tomb Raider: Legend,X360,2006.0,Action,0.37,80.0,7.3,T,3
Rocket League,PS4,2016.0,Sports,0.37,85.0,8.7,E,1
The BIGS,Wii,2007.0,Sports,0.37,66.0,7.1,E,1
The Legend of Spyro: A New Beginning,DS,2006.0,Platform,0.37,68.0,6.8,E,0
Juiced 2: Hot Import Nights,PSP,2007.0,Racing,0.37,73.0,7.8,T,3
Dungeon Siege III,X360,2011.0,Role-Playing,0.37,72.0,5.9,T,1
DiRT Rally,PS4,2016.0,Racing,0.37,85.0,8.1,E,1
NFL Street 2 Unleashed,PSP,2005.0,Sports,0.37,73.0,7.4,E,1
FIFA Street 2,PS2,2006.0,Sports,0.37,59.0,7.7,E,0
Virtua Tennis 2009,Wii,2009.0,Sports,0.37,73.0,7.7,E,1
Overlord: Dark Legend,Wii,2009.0,Action,0.37,68.0,7.9,T,3
The Legend of Spyro: The Eternal Night,DS,2007.0,Platform,0.37,56.0,2.7,E,2
Harry Potter and the Order of the Phoenix,PSP,2007.0,Action,0.37,52.0,7.6,E10+,3
Wanted: Weapons of Fate,X360,2009.0,Shooter,0.37,62.0,7.5,M,1
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006.0,Role-Playing,0.37,81.0,9.0,T,0
Rune Factory: Frontier,Wii,2008.0,Role-Playing,0.37,79.0,8.5,E10+,1
Mini Ninjas,Wii,2009.0,Action,0.37,79.0,8.3,E10+,3
Naruto Shippuden: Ninja Destiny 2,DS,2008.0,Fighting,0.37,55.0,5.7,T,2
Scribblenauts: Unlimited,WiiU,2012.0,Action,0.37,73.0,7.4,E10+,3
Marvel: Ultimate Alliance,PSP,2006.0,Role-Playing,0.37,81.0,7.5,T,1
The Sims 2: Castaway,PS2,2007.0,Simulation,0.37,71.0,8.0,T,0
NCAA Football 07,PSP,2006.0,Sports,0.37,75.0,7.9,E,1
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009.0,Role-Playing,0.36,67.0,8.3,T,1
GoldenEye: Rogue Agent,GC,2004.0,Shooter,0.36,60.0,6.7,T,0
Need for Speed: The Run,PC,2011.0,Action,0.36,69.0,5.8,T,3
Dragon Ball Z: Infinite World,PS2,2008.0,Fighting,0.36,48.0,7.9,T,3
Elite Beat Agents,DS,2006.0,Misc,0.36,87.0,8.6,E10+,0
ESPN X Games Skateboarding,PS2,2001.0,Sports,0.36,58.0,7.8,E,0
Sid Meier's Civilization: Beyond Earth,PC,2014.0,Strategy,0.36,81.0,5.5,E10+,1
Castlevania: Order of Ecclesia,DS,2008.0,Platform,0.36,85.0,8.7,T,0
Left 4 Dead 2,PC,2009.0,Shooter,0.36,89.0,8.5,M,0
Green Day: Rock Band,Wii,2010.0,Misc,0.36,76.0,8.8,T,3
Star Fox: Zero,WiiU,2016.0,Shooter,0.36,69.0,7.4,E10+,1
SAW,PS3,2009.0,Action,0.36,59.0,6.4,M,3
Tom Clancy's HAWX 2,X360,2010.0,Action,0.36,68.0,6.3,T,3
High Heat Major League Baseball 2004,PS2,2003.0,Sports,0.36,83.0,8.1,E,0
Robots,PS2,2005.0,Action,0.36,53.0,6.0,E,2
NARC,PS2,2005.0,Shooter,0.36,50.0,7.0,M,2
Dragon Ball Z: Attack of the Saiyans,DS,2009.0,Role-Playing,0.36,73.0,7.9,E10+,0
Bionic Commando,PS3,2009.0,Platform,0.36,71.0,7.4,M,3
Monster Rancher 3,PS2,2001.0,Simulation,0.36,77.0,8.5,E,0
The Incredibles: Rise of the Underminer,PS2,2005.0,Action,0.36,60.0,7.1,E10+,3
Sword Art Online: Lost Song,PSV,2015.0,Role-Playing,0.36,70.0,7.1,T,1
Hamtaro: Ham-Ham Heartbreak,GBA,2002.0,Action,0.36,72.0,9.3,E,0
Okage: Shadow King,PS2,2001.0,Role-Playing,0.36,70.0,8.5,T,0
BlazBlue: Calamity Trigger,X360,2009.0,Fighting,0.36,86.0,8.5,T,3
NBA 2K6,XB,2005.0,Action,0.36,84.0,8.7,E,3
Marvel Super Hero Squad,Wii,2009.0,Fighting,0.36,49.0,6.2,E10+,2
The Chronicles of Narnia: Prince Caspian,Wii,2008.0,Action,0.36,63.0,7.1,T,3
World's Scariest Police Chases,PS,2001.0,Racing,0.36,54.0,6.3,T,2
MechAssault 2: Lone Wolf,XB,2004.0,Simulation,0.36,81.0,7.5,T,1
Valkyrie Profile: Lenneth,PSP,2006.0,Role-Playing,0.36,80.0,8.4,T,3
Just Dance 2016,PS4,2015.0,Misc,0.36,73.0,6.8,E10+,3
ESPN NFL Football,XB,2003.0,Sports,0.36,91.0,8.9,E,1
Rapala Pro Fishing,PS2,2004.0,Sports,0.36,59.0,8.7,E,0
Spider-Man: Shattered Dimensions,X360,2010.0,Action,0.36,76.0,7.6,T,3
TMNT,Wii,2007.0,Action,0.36,60.0,5.9,E10+,2
Fossil Fighters: Frontier,3DS,2014.0,Role-Playing,0.36,57.0,4.8,E10+,2
Arc the Lad: Twilight of the Spirits,PS2,2003.0,Role-Playing,0.36,72.0,8.2,T,0
Watch Dogs 2,XOne,2016.0,Action,0.36,83.0,7.7,M,3
Tiger Woods PGA Tour 09,PSP,2008.0,Sports,0.36,53.0,5.5,E,2
Harry Potter and the Chamber of Secrets,XB,2002.0,Action,0.36,77.0,7.2,E,3
Arctic Thunder,PS2,2001.0,Racing,0.36,45.0,5.3,T,2
ESPN: Sports Connection,WiiU,2012.0,Sports,0.36,31.0,2.7,E,2
Shrek,XB,2001.0,Platform,0.36,49.0,5.4,T,2
Dragon's Crown,PSV,2013.0,Role-Playing,0.35,78.0,8.4,T,1
Wipeout 2048,PSV,2012.0,Racing,0.35,79.0,8.2,E10+,1
Trauma Center: Under the Knife,DS,2005.0,Simulation,0.35,81.0,8.7,T,0
Earth Defense Force 2025,PS3,2013.0,Shooter,0.35,69.0,7.5,M,1
Middle-Earth: Shadow of Mordor,PC,2014.0,Action,0.35,84.0,8.0,M,3
Suikoden V,PS2,2006.0,Role-Playing,0.35,76.0,7.6,T,0
Tiger Woods PGA Tour 14,X360,2013.0,Sports,0.35,77.0,6.2,E,1
LocoRoco 2,PSP,2008.0,Platform,0.35,85.0,8.4,E,1
Football Manager Handheld 2010,PSP,2009.0,Sports,0.35,69.0,6.9,E,1
Batman: Rise of Sin Tzu,PS2,2003.0,Action,0.35,63.0,8.3,T,3
Worms: Open Warfare 2,DS,2007.0,Strategy,0.35,81.0,9.1,E10+,0
Dark Void,PS3,2010.0,Action,0.35,59.0,6.0,T,3
Guitar Hero: Smash Hits,PS3,2009.0,Misc,0.35,73.0,7.2,T,3
NHL 2K10,Wii,2009.0,Sports,0.35,79.0,6.8,E10+,1
Bloody Roar 3,PS2,2001.0,Fighting,0.35,71.0,8.6,T,3
WWE Crush Hour,PS2,2003.0,Racing,0.35,56.0,5.3,T,2
Persona 2: Eternal Punishment,PS,2000.0,Role-Playing,0.35,83.0,8.4,T,0
Homefront: The Revolution,PS4,2016.0,Shooter,0.35,48.0,3.8,M,2
Assassin's Creed III,WiiU,2012.0,Action,0.35,85.0,7.1,M,3
One Piece: Burning Blood,PS4,2016.0,Fighting,0.35,66.0,7.8,T,3
Star Wars: Flight of the Falcon,GBA,2003.0,Action,0.35,39.0,5.8,E,2
Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009.0,Fighting,0.35,67.0,8.2,E10+,3
Toukiden: The Age of Demons,PSV,2013.0,Action,0.35,71.0,8.0,T,3
Football Manager 2016,PC,2015.0,Simulation,0.35,81.0,6.9,E,1
Resident Evil: Dead Aim,PS2,2003.0,Action,0.35,65.0,6.6,M,3
Need for Speed Carbon,GC,2006.0,Racing,0.35,75.0,7.8,E10+,0
EA Sports MMA,X360,2010.0,Fighting,0.35,79.0,7.0,T,3
Defiance,PS3,2013.0,Shooter,0.35,59.0,6.9,M,1
Terminator Salvation,X360,2009.0,Shooter,0.35,48.0,5.0,T,2
Guilty Gear X2,PS2,2002.0,Fighting,0.35,87.0,8.7,T,3
Chicken Shoot,Wii,2007.0,Action,0.35,27.0,4.8,E10+,2
Tom Clancy's Rainbow Six: Lockdown,PS2,2005.0,Shooter,0.35,70.0,6.9,M,0
MotoGP 08,X360,2008.0,Racing,0.35,68.0,5.6,E,1
LEGO Marvel's Avengers,XOne,2016.0,Action,0.35,71.0,5.1,E10+,3
Aggressive Inline,PS2,2002.0,Sports,0.35,85.0,8.7,T,0
Mirror's Edge Catalyst,PS4,2016.0,Platform,0.35,69.0,4.7,T,2
Sniper Elite 3,XOne,2014.0,Shooter,0.35,63.0,6.6,M,1
NFL Street,GC,2004.0,Sports,0.35,81.0,8.0,E,0
Karaoke Revolution,PS2,2003.0,Misc,0.35,83.0,9.1,E,0
Metal Arms: Glitch in the System,PS2,2003.0,Shooter,0.35,81.0,8.9,T,0
EverGrace,PS2,2000.0,Role-Playing,0.35,59.0,7.8,T,0
Enemy Territory: Quake Wars,PS3,2008.0,Shooter,0.35,60.0,6.4,T,2
Lunar 2: Eternal Blue Complete,PS,1999.0,Role-Playing,0.35,86.0,8.9,T,0
MLB 06: The Show,PSP,2006.0,Sports,0.35,83.0,8.5,E,1
Over the Hedge,GC,2006.0,Platform,0.35,61.0,9.3,E10+,0
Charlie and the Chocolate Factory,PS2,2005.0,Adventure,0.35,35.0,4.1,E,2
TrackMania Turbo,PS4,2016.0,Action,0.35,81.0,7.9,E,3
Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,0.34,85.0,6.7,E,1
Def Jam Icon,X360,2007.0,Action,0.34,69.0,6.3,M,3
Dynasty Warriors 5 Empires,PS2,2006.0,Action,0.34,62.0,9.1,T,3
Call of Duty: Ghosts,WiiU,2013.0,Shooter,0.34,69.0,3.4,M,2
Transformers: Dark of the Moon,PS3,2011.0,Action,0.34,57.0,5.6,T,2
SoulCalibur,DC,1999.0,Fighting,0.34,98.0,8.8,T,0
WipEout 3,PS,1999.0,Racing,0.34,89.0,8.5,E,0
WWE '12,Wii,2011.0,Fighting,0.34,74.0,5.2,T,3
WWE All Stars,X360,2011.0,Fighting,0.34,75.0,7.2,T,3
Mini Ninjas,PS3,2009.0,Action,0.34,73.0,8.7,E10+,3
Tekken Tag Tournament 2,X360,2012.0,Fighting,0.34,83.0,7.5,T,3
Driver 2 Advance,GBA,2002.0,Action,0.34,73.0,6.6,T,3
Monster Rancher 4,PS2,2003.0,Simulation,0.34,77.0,9.1,E,0
Mini Ninjas,DS,2009.0,Action,0.34,61.0,5.8,E10+,2
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004.0,Adventure,0.34,65.0,8.6,E10+,0
Battalion Wars 2,Wii,2007.0,Strategy,0.34,75.0,7.6,T,1
MotorStorm: Arctic Edge,PS2,2009.0,Racing,0.34,72.0,8.3,T,3
Hitman: Contracts,XB,2004.0,Shooter,0.34,78.0,8.8,M,1
Supreme Commander 2,X360,2010.0,Strategy,0.34,75.0,7.1,E10+,1
Thunderstrike: Operation Phoenix,PS2,2001.0,Simulation,0.34,65.0,8.1,T,0
Racquet Sports,PS3,2010.0,Sports,0.34,45.0,4.3,E,2
Company of Heroes 2,PC,2013.0,Strategy,0.34,80.0,2.1,M,2
Trauma Center: Second Opinion,Wii,2006.0,Simulation,0.34,80.0,8.0,T,1
WWE Day of Reckoning 2,GC,2005.0,Fighting,0.34,76.0,6.0,T,3
The Urbz: Sims in the City,XB,2004.0,Simulation,0.34,70.0,6.5,T,1
Rayman Legends,XOne,2014.0,Platform,0.34,91.0,7.9,E10+,1
SpongeBob SquarePants: The Yellow Avenger,DS,2005.0,Action,0.34,67.0,7.6,E,0
Monopoly,PS3,2008.0,Misc,0.34,54.0,6.7,E,2
SimCity Creator,DS,2008.0,Simulation,0.34,69.0,7.3,E,0
Tenchu Z,X360,2006.0,Action,0.34,56.0,7.3,M,3
Conan,PS3,2007.0,Action,0.34,69.0,7.2,M,3
Leisure Suit Larry: Magna Cum Laude,PS2,2004.0,Adventure,0.34,60.0,6.3,M,2
MVP 06 NCAA Baseball,XB,2006.0,Sports,0.34,75.0,8.6,E,1
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011.0,Fighting,0.34,59.0,7.2,T,3
F.E.A.R.,X360,2006.0,Shooter,0.34,85.0,7.3,M,1
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,0.34,77.0,7.9,T,0
Herbie: Fully Loaded,GBA,2005.0,Racing,0.34,47.0,6.8,E,2
Teenage Mutant Ninja Turtles,GC,2003.0,Action,0.34,57.0,8.0,E,0
Kameo: Elements of Power,X360,2005.0,Action,0.34,79.0,8.1,T,3
Dynasty Warriors 6 Empires,PS3,2009.0,Action,0.34,62.0,7.0,T,3
The Shoot,PS3,2010.0,Shooter,0.34,60.0,6.2,T,2
Puzzle Quest: Challenge of the Warlords,DS,2007.0,Puzzle,0.34,82.0,8.7,E10+,0
Dynasty Warriors: Gundam 2,PS2,2008.0,Action,0.34,52.0,6.5,T,3
Star Ocean: Second Evolution,PSP,2008.0,Role-Playing,0.34,75.0,7.1,T,1
MXRider,PS2,2001.0,Racing,0.34,69.0,6.8,E,0
Delta Force: Black Hawk Down,XB,2005.0,Shooter,0.34,61.0,6.6,T,1
Pirates of the Caribbean: At World's End,X360,2007.0,Action,0.34,58.0,5.3,T,2
The Eye of Judgment,PS3,2007.0,Misc,0.33,75.0,8.2,T,3
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006.0,Shooter,0.33,66.0,6.0,T,1
NHL 09,PS3,2008.0,Sports,0.33,88.0,7.7,E10+,1
World of Final Fantasy,PS4,2016.0,Role-Playing,0.33,77.0,8.3,E10+,1
Banjo-Kazooie: Grunty's Revenge,GBA,2003.0,Platform,0.33,72.0,8.1,E,0
NHL 17,PS4,2016.0,Sports,0.33,78.0,5.8,E10+,1
Mega Man ZX Advent,DS,2007.0,Platform,0.33,78.0,8.6,E10+,0
NCAA Basketball 10,PS3,2009.0,Sports,0.33,75.0,7.8,E,1
Jeanne d'Arc,PSP,2006.0,Role-Playing,0.33,87.0,8.2,T,1
Harry Potter and the Deathly Hallows - Part 2,X360,2011.0,Action,0.33,44.0,5.4,T,2
Avatar: The Last Airbender,DS,2006.0,Adventure,0.33,64.0,6.4,E,0
Ape Escape Academy,PSP,2004.0,Misc,0.33,51.0,5.8,E10+,2
WWE Wrestlemania XIX,GC,2003.0,Fighting,0.33,76.0,8.7,T,0
The Sims 2,GC,2005.0,Simulation,0.33,73.0,8.3,T,0
Hulk,XB,2003.0,Action,0.33,69.0,7.7,T,3
Untold Legends: The Warriors Code,PSP,2006.0,Role-Playing,0.33,65.0,8.3,T,3
Klonoa 2: Lunatea's Veil,PS2,2001.0,Platform,0.33,91.0,9.1,E,0
Deus Ex: Invisible War,XB,2003.0,Shooter,0.33,84.0,7.6,M,1
The King of Fighters XIII,X360,2011.0,Fighting,0.33,79.0,8.2,T,3
Tak 2: The Staff of Dreams,GC,2004.0,Platform,0.33,75.0,8.6,E,0
Fracture,X360,2008.0,Shooter,0.33,63.0,6.2,T,1
Ninja Blade,X360,2009.0,Action,0.33,68.0,6.8,M,3
LEGO Batman 2: DC Super Heroes,PSV,2012.0,Action,0.33,62.0,6.7,E10+,3
Bee Movie Game,Wii,2007.0,Action,0.33,62.0,7.6,E,3
Kelly Slater's Pro Surfer,PS2,2002.0,Sports,0.33,77.0,8.4,E,0
Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,0.33,52.0,6.0,M,2
Legends of Wrestling II,PS2,2002.0,Fighting,0.33,59.0,6.7,T,3
Virtua Tennis 2009,X360,2009.0,Sports,0.33,70.0,6.2,E,1
Street Fighter Alpha 3 MAX,PSP,2006.0,Fighting,0.33,80.0,8.0,T,3
MLB 09: The Show,PS2,2009.0,Sports,0.33,79.0,7.5,E,1
Classic NES Series: Castlevania,GBA,2004.0,Platform,0.33,74.0,8.6,E,0
Fight Night Round 3,XB,2006.0,Fighting,0.33,83.0,9.0,T,3
Way of the Samurai 2,PS2,2003.0,Action,0.33,59.0,9.0,M,3
Planet Puzzle League,DS,2007.0,Puzzle,0.33,86.0,8.2,E,0
