Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,User_Score,Rating,cluster
Samurai Warriors 2,PS2,2006.0,Action,0.61,58.0,8.8,T,3
Wet,PS3,2009.0,Shooter,0.61,70.0,6.4,M,1
Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,0.61,56.0,6.0,E,2
Scribblenauts: Unlimited,3DS,2012.0,Action,0.61,73.0,7.4,E10+,3
Fire Emblem: Shadow Dragon,DS,2008.0,Role-Playing,0.61,81.0,7.0,E10+,0
Plants vs. Zombies: Garden Warfare,PS4,2014.0,Shooter,0.61,75.0,7.6,E10+,1
Metroid Prime: Trilogy,Wii,2009.0,Shooter,0.61,91.0,9.3,T,1
Robotech: Battlecry,PS2,2002.0,Shooter,0.61,72.0,8.5,T,0
Disney Universe,PS3,2011.0,Action,0.61,70.0,6.9,E10+,3
Jak and Daxter: The Lost Frontier,PSP,2009.0,Platform,0.61,71.0,6.3,E10+,1
Texas Hold 'Em Poker,GBA,2004.0,Misc,0.61,49.0,6.8,E,2
Time Crisis 3,PS2,2003.0,Shooter,0.61,81.0,8.1,T,0
Vanquish,PS3,2010.0,Shooter,0.61,84.0,8.1,M,1
Tearaway,PSV,2013.0,Adventure,0.61,87.0,8.9,E,3
Half-Life 2,XB,2005.0,Shooter,0.61,90.0,8.6,M,1
Tony Hawk: RIDE,X360,2009.0,Sports,0.61,46.0,3.0,E10+,2
Borderlands: The Pre-Sequel,PS3,2014.0,Shooter,0.61,77.0,6.3,M,1
Major League Baseball 2K8,X360,2008.0,Sports,0.61,70.0,5.9,E,1
Sacred 2: Fallen Angel,PS3,2009.0,Role-Playing,0.61,70.0,7.1,M,1
pro evolution soccer 2011,X360,2010.0,Sports,0.61,79.0,5.9,E,1
Major League Baseball 2K9,X360,2009.0,Sports,0.61,64.0,5.3,E,1
Final Fantasy IV Advance,GBA,2005.0,Role-Playing,0.61,85.0,7.3,E10+,0
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011.0,Fighting,0.61,58.0,5.4,T,2
Harry Potter and the Goblet of Fire,GBA,2005.0,Action,0.61,71.0,6.0,E,0
Dragon Ball Z: Buu's Fury,GBA,2004.0,Action,0.61,62.0,8.9,E,0
Spider-Man: Mysterio's Menace,GBA,2001.0,Action,0.61,84.0,8.7,E,0
MySims Racing,DS,2009.0,Racing,0.61,67.0,7.3,E,0
Naruto: Ultimate Ninja,PS2,2003.0,Fighting,0.61,75.0,7.7,T,3
Pac-Man Party,Wii,2010.0,Misc,0.61,59.0,5.9,E10+,2
Tony Hawk's Underground,GBA,2003.0,Sports,0.6,86.0,7.7,E,0
Shadow The Hedgehog,PS2,2005.0,Platform,0.6,45.0,6.0,E10+,2
Wave Race: Blue Storm,GC,2001.0,Racing,0.6,80.0,8.3,E,0
Aliens: Colonial Marines,PS3,2013.0,Shooter,0.6,43.0,3.6,M,2
Backyard Wrestling: Don't Try This at Home,PS2,2003.0,Fighting,0.6,51.0,7.8,M,3
Yakuza: Dead Souls,PS3,2011.0,Shooter,0.6,64.0,7.4,M,1
Fight Night Round 2,XB,2005.0,Fighting,0.6,88.0,8.8,T,3
Dead Island: Riptide,PS3,2013.0,Action,0.6,62.0,5.9,M,3
Kinect Sports Rivals,XOne,2014.0,Sports,0.6,60.0,5.1,E10+,1
NBA 2K8,PS2,2007.0,Sports,0.6,72.0,6.0,E,1
Dynasty Warriors 8,PS3,2013.0,Action,0.6,68.0,8.5,T,3
Disney Infinity,WiiU,2013.0,Action,0.6,71.0,7.6,E10+,3
Secret Agent Clank,PS2,2009.0,Platform,0.6,61.0,6.7,E10+,2
Call of Juarez: Bound in Blood,X360,2009.0,Shooter,0.6,77.0,7.6,M,1
Fighters Uncaged,X360,2010.0,Fighting,0.6,32.0,4.6,T,2
Rayman Arena,PS2,2001.0,Racing,0.6,63.0,8.6,E,0
Jaws Unleashed,PS2,2006.0,Action,0.6,52.0,7.5,M,3
Half-Life,PS2,2001.0,Shooter,0.6,87.0,8.6,M,0
Split/Second,X360,2010.0,Racing,0.6,82.0,8.1,E10+,1
The Golden Compass,DS,2007.0,Action,0.6,43.0,4.9,E10+,2
Muramasa: The Demon Blade,Wii,2009.0,Role-Playing,0.6,81.0,8.7,T,1
Okami,Wii,2008.0,Action,0.6,90.0,8.9,T,3
LEGO The Hobbit,PS4,2014.0,Action,0.6,72.0,6.6,E10+,3
WWE 2K17,PS4,2016.0,Sports,0.6,69.0,6.9,T,1
Just Dance 2014,WiiU,2013.0,Misc,0.6,72.0,7.6,E10+,1
NHL 15,PS4,2014.0,Sports,0.6,60.0,3.6,E10+,2
Total War: Shogun 2,PC,2011.0,Strategy,0.6,90.0,8.3,T,0
SimCity DS,DS,2007.0,Simulation,0.6,69.0,6.3,E,0
Hot Wheels: Stunt Track Challenge,PS2,2004.0,Racing,0.59,62.0,8.1,E,0
Monopoly,X360,2008.0,Misc,0.59,56.0,5.8,E,2
Tony Hawk: RIDE,PS3,2009.0,Sports,0.59,44.0,2.1,E10+,2
Medal of Honor: Frontline,GC,2002.0,Shooter,0.59,80.0,7.9,T,0
Dead Space,PC,2008.0,Action,0.59,86.0,8.0,M,3
NHL 11,PS3,2010.0,Sports,0.59,88.0,7.1,E10+,1
Yakuza 5,PS3,2012.0,Action,0.59,83.0,8.5,M,3
2002 FIFA World Cup,PS2,2002.0,Sports,0.59,73.0,5.6,E,0
MVP Baseball 2004,XB,2004.0,Sports,0.59,90.0,8.5,E,1
Crash Bandicoot: The Wrath of Cortex,GC,2002.0,Platform,0.59,62.0,7.3,E,0
WWE 2K16,XOne,2015.0,Sports,0.59,72.0,5.7,T,1
Assassin's Creed: Brotherhood,PC,2011.0,Action,0.59,88.0,8.2,M,3
Dead or Alive Xtreme Beach Volleyball,XB,2003.0,Sports,0.59,73.0,7.8,M,1
Silent Hill: Shattered Memories,PS2,2010.0,Action,0.59,77.0,6.8,M,3
Blur,X360,2010.0,Racing,0.59,82.0,8.3,E10+,1
Asphalt: Urban GT,DS,2004.0,Racing,0.59,60.0,7.5,E,0
Mega Man Anniversary Collection,PS2,2004.0,Platform,0.59,81.0,9.0,E,0
Metal Gear Solid V: Ground Zeroes,PS3,2014.0,Action,0.59,66.0,5.9,M,3
Harvest Moon: Friends of Mineral Town,GBA,2003.0,Simulation,0.59,81.0,9.6,E,0
Naruto: The Broken Bond,X360,2008.0,Action,0.59,80.0,7.8,T,3
WarioWare D.I.Y.,DS,2009.0,Misc,0.59,82.0,8.7,E,0
Iron Man,Wii,2008.0,Action,0.59,44.0,7.0,T,3
The Fight: Lights Out,PS3,2010.0,Fighting,0.59,48.0,7.5,T,3
Mega Man X7,PS2,2003.0,Action,0.58,58.0,5.1,E,2
Deus Ex: Human Revolution,PC,2011.0,Shooter,0.58,90.0,8.5,M,0
Final Fantasy Anniversary Edition,PSP,2007.0,Role-Playing,0.58,67.0,7.7,E10+,1
SoulCalibur V,X360,2012.0,Fighting,0.58,77.0,6.2,T,3
Romancing SaGa,PS2,2005.0,Role-Playing,0.58,58.0,8.0,E10+,0
Lost: Via Domus,X360,2008.0,Action,0.58,55.0,6.4,T,3
Top Spin 3,Wii,2008.0,Action,0.58,68.0,5.7,E,2
Game Party in Motion,X360,2010.0,Misc,0.58,33.0,3.7,E,2
The Lord of the Rings: The Third Age,PS2,2004.0,Role-Playing,0.58,73.0,8.2,T,0
Call of Duty: Black Ops,DS,2010.0,Shooter,0.58,74.0,6.0,T,0
NCAA Football 09,PS3,2008.0,Sports,0.58,81.0,7.3,E,1
MLB 11: The Show,PS3,2011.0,Sports,0.58,90.0,7.8,E,1
Kinect Rush: A Disney Pixar Adventure,X360,2012.0,Adventure,0.58,68.0,5.1,E,2
Skylanders SWAP Force,WiiU,2013.0,Platform,0.58,89.0,6.0,E10+,1
Terminator 3: Rise of the Machines,PS2,2003.0,Action,0.58,38.0,6.3,T,2
Guitar Hero: Smash Hits,Wii,2009.0,Misc,0.58,74.0,7.7,T,3
Tom Clancy's HAWX,X360,2009.0,Action,0.58,73.0,7.3,T,3
Alice: Madness Returns,PS3,2011.0,Adventure,0.58,70.0,7.9,M,3
Shin Megami Tensei IV,3DS,2013.0,Role-Playing,0.58,83.0,8.3,M,0
NBA 2K7,X360,2006.0,Sports,0.58,84.0,7.8,E,1
NHL 12,PS3,2011.0,Sports,0.58,86.0,7.5,E10+,1
Unreal Tournament,PS2,2000.0,Shooter,0.58,77.0,6.8,M,0
Digimon World 2,PS,2000.0,Role-Playing,0.58,42.0,7.6,E,0
Prince of Persia: The Two Thrones,XB,2005.0,Action,0.58,85.0,8.4,M,3
JoJo's Bizarre Adventure: All Star Battle,PS3,2013.0,Fighting,0.58,71.0,8.3,T,3
Contra: Shattered Soldier,PS2,2002.0,Shooter,0.58,78.0,6.6,T,0
Final Fantasy: The 4 Heroes of Light,DS,2009.0,Role-Playing,0.58,71.0,7.1,E10+,0
Rayman Legends,PS3,2013.0,Platform,0.58,91.0,8.7,E10+,1
FIFA Soccer,PSV,2012.0,Sports,0.58,79.0,7.2,E,1
Tenchu 2: Birth of the Stealth Assassins,PS,2000.0,Action,0.58,77.0,8.7,M,0
Tony Hawk's Pro Skater 4,GC,2002.0,Sports,0.58,91.0,8.6,T,0
Naruto: Uzumaki Chronicles 2,PS2,2006.0,Action,0.58,52.0,6.9,T,3
NHL 06,PS2,2005.0,Sports,0.58,78.0,8.5,E10+,0
Parasite Eve II,PS,1999.0,Role-Playing,0.58,79.0,9.0,M,0
Skate it,Wii,2008.0,Sports,0.58,70.0,8.4,E,1
Phineas and Ferb: Across the 2nd Dimension,Wii,2011.0,Action,0.57,76.0,8.3,E10+,3
Far Cry Instincts,XB,2005.0,Shooter,0.57,85.0,5.7,M,1
Tony Hawk's Pro Skater 4,GBA,2002.0,Sports,0.57,85.0,8.8,E,0
ATV Offroad Fury: Blazin' Trails,PSP,2005.0,Racing,0.57,63.0,7.8,E,1
Tales of the Abyss,PS2,2005.0,Role-Playing,0.57,78.0,8.4,T,0
Payday 2,X360,2013.0,Shooter,0.57,75.0,6.3,M,1
Blacksite: Area 51,X360,2007.0,Shooter,0.57,62.0,6.1,T,1
Spyro Orange: The Cortex Conspiracy,GBA,2004.0,Action,0.57,60.0,7.0,E,0
XCOM: Enemy Unknown,PS3,2012.0,Strategy,0.57,89.0,8.2,M,1
Skylanders: Spyro's Adventure,3DS,2011.0,Action,0.57,82.0,4.9,E10+,3
The Sims 3: World Adventures,PC,2009.0,Simulation,0.57,81.0,8.0,T,0
Madden NFL 06,GC,2005.0,Sports,0.57,86.0,8.5,E,0
Titanfall 2,XOne,2016.0,Shooter,0.57,87.0,8.0,M,1
BlazBlue: Calamity Trigger,PS3,2009.0,Fighting,0.57,87.0,8.4,T,3
Iron Man,X360,2008.0,Action,0.57,45.0,5.9,T,2
Naruto: Ultimate Ninja 2,PS2,2004.0,Fighting,0.57,73.0,7.9,T,3
NHL 10,PS3,2009.0,Sports,0.57,88.0,7.9,E10+,1
Rock Band 3,PS3,2010.0,Misc,0.57,91.0,8.0,T,3
Blood Wake,XB,2001.0,Shooter,0.57,71.0,7.5,T,1
Dynasty Warriors 5: Xtreme Legends,PS2,2005.0,Action,0.57,57.0,9.1,T,3
WWE 2K15,XOne,2014.0,Sports,0.57,56.0,5.7,T,1
FIFA World Cup Germany 2006,PS2,2006.0,Sports,0.57,77.0,8.1,E,0
Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,0.57,74.0,5.2,T,1
Defiance,X360,2013.0,Shooter,0.57,60.0,7.2,M,1
Disgaea 4: A Promise Unforgotten,PS3,2011.0,Role-Playing,0.57,80.0,7.8,T,3
SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003.0,Platform,0.57,70.0,8.9,E,1
Doom 3 BFG Edition,PS3,2012.0,Shooter,0.57,67.0,6.4,M,1
Spider-Man 3,X360,2007.0,Platform,0.57,63.0,7.0,T,3
Pro Evolution Soccer 2012,PSP,2011.0,Action,0.57,74.0,6.3,E,3
The Conduit,Wii,2009.0,Shooter,0.57,69.0,8.2,T,1
Just Dance 2016,WiiU,2015.0,Misc,0.57,73.0,6.9,E10+,1
Disney Universe,X360,2011.0,Action,0.57,66.0,5.3,E10+,2
RalliSport Challenge,XB,2002.0,Racing,0.57,87.0,8.3,E,1
Resident Evil Outbreak File #2,PS2,2004.0,Action,0.57,58.0,7.7,M,3
Top Spin 3,PS3,2008.0,Action,0.57,75.0,7.5,E,3
XIII,PS2,2003.0,Shooter,0.57,73.0,8.6,M,0
Tomb Raider: Anniversary,PSP,2007.0,Action,0.57,78.0,8.2,T,3
Rune Factory 4,3DS,2012.0,Role-Playing,0.57,78.0,8.1,E10+,0
3D Dot Game Heroes,PS3,2009.0,Role-Playing,0.57,77.0,8.0,E10+,1
Up,Wii,2009.0,Action,0.56,62.0,8.0,E10+,3
Breath of Fire IV,PS,2000.0,Role-Playing,0.56,83.0,8.9,T,0
True Crime: Streets of LA,GC,2003.0,Action,0.56,77.0,7.3,M,0
Odin Sphere,PS2,2007.0,Role-Playing,0.56,83.0,8.6,T,0
Titanfall,PC,2014.0,Shooter,0.56,86.0,6.2,M,1
Arena Football,PS2,2006.0,Sports,0.56,66.0,8.6,E10+,0
The Lord of the Rings: The Return of the King,GBA,2003.0,Action,0.56,77.0,8.2,T,3
NHL Hitz 20-02,PS2,2001.0,Sports,0.56,78.0,7.6,E,0
The Legend of Spyro: Dawn of the Dragon,Wii,2008.0,Platform,0.56,64.0,6.5,E10+,1
Classic NES Series: Dr. Mario,GBA,2004.0,Puzzle,0.56,66.0,7.5,E,0
The Sims: Bustin' Out,XB,2003.0,Simulation,0.56,81.0,8.9,T,1
NCAA March Madness 07,PS2,2007.0,Sports,0.56,63.0,8.6,E,0
"Monsters, Inc. Scream Team",PS,2001.0,Platform,0.56,65.0,6.9,E,0
"Warhammer 40,000: Space Marine",X360,2011.0,Shooter,0.56,76.0,7.8,M,1
Top Spin 3,X360,2008.0,Action,0.56,78.0,7.6,E,3
Cabela's Big Game Hunter 2005 Adventures,PS2,2004.0,Sports,0.56,55.0,8.4,T,0
LEGO Rock Band,X360,2009.0,Misc,0.56,71.0,7.2,E10+,1
Battlefield 2: Modern Combat,XB,2005.0,Shooter,0.56,80.0,8.2,T,1
Tom Clancy's HAWX,PS3,2009.0,Action,0.56,74.0,8.1,T,3
All-Star Baseball 2002,PS2,2001.0,Sports,0.56,77.0,7.6,E,0
Need for Speed: Most Wanted,GC,2005.0,Racing,0.56,80.0,9.1,T,0
Bolt,Wii,2008.0,Adventure,0.56,50.0,5.8,E10+,2
WWE Raw 2,XB,2003.0,Fighting,0.56,68.0,7.3,T,3
Manhunt 2,PS2,2007.0,Action,0.56,67.0,7.8,M,3
Fullmetal Alchemist and the Broken Angel,PS2,2003.0,Role-Playing,0.56,56.0,8.1,T,0
Tony Hawk's Project 8,PSP,2006.0,Sports,0.56,68.0,7.6,T,1
Batman Begins,PS2,2005.0,Action,0.56,64.0,7.3,T,3
Tony Hawk's Proving Ground,X360,2007.0,Sports,0.56,72.0,5.4,T,1
Dr. Seuss' The Cat in the Hat,PS2,2003.0,Misc,0.56,56.0,6.5,E,2
Barbie Groovy Games,GBA,2002.0,Misc,0.56,47.0,7.0,E,2
Wolfenstein,X360,2009.0,Shooter,0.56,72.0,7.5,M,1
Blinx: The Time Sweeper,XB,2002.0,Platform,0.56,71.0,8.0,E,1
ESPN NFL Football,PS2,2003.0,Sports,0.56,91.0,8.5,E,0
Major League Baseball 2K5,XB,2005.0,Sports,0.56,81.0,8.2,E,1
Tetris Party Deluxe,Wii,2010.0,Puzzle,0.56,72.0,5.8,E,1
Gravity Rush,PSV,2012.0,Action,0.56,83.0,8.5,T,3
Quantum Break,XOne,2016.0,Action,0.56,77.0,6.8,M,3
Archer Maclean's Mercury,PSP,2005.0,Puzzle,0.56,75.0,6.6,E,1
TMNT,X360,2007.0,Action,0.56,58.0,6.3,E10+,2
Soldier of Fortune: Gold Edition,PS2,2001.0,Shooter,0.56,59.0,6.8,M,0
Final Fantasy IV: The Complete Collection,PSP,2011.0,Role-Playing,0.56,77.0,7.5,E10+,1
Frontlines: Fuel of War,X360,2008.0,Shooter,0.56,75.0,7.8,T,1
MX 2002 Featuring Ricky Carmichael,PS2,2001.0,Racing,0.56,76.0,8.3,E,0
NCAA Football 07,XB,2006.0,Sports,0.56,88.0,6.9,E,1
Lunar: Silver Star Story Complete,PS,1998.0,Role-Playing,0.55,78.0,9.1,T,0
Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,0.55,68.0,7.5,E,0
No More Heroes,Wii,2007.0,Action,0.55,83.0,8.4,M,3
God of War: Origins Collection,PS3,2011.0,Action,0.55,84.0,8.4,M,3
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008.0,Platform,0.55,47.0,7.0,E,2
Soul Reaver 2,PS2,2001.0,Action,0.55,80.0,8.5,M,0
Metal Gear Solid 3: Subsistence,PS2,2005.0,Action,0.55,94.0,9.3,M,3
Enslaved: Odyssey to the West,PS3,2010.0,Action,0.55,80.0,7.4,T,3
WWF Raw,XB,2002.0,Fighting,0.55,68.0,6.6,T,3
Guitar Hero Live,XOne,2015.0,Misc,0.55,81.0,5.1,T,3
Extermination,PS2,2001.0,Action,0.55,67.0,7.8,M,3
Batman: Vengeance,PS2,2001.0,Adventure,0.55,68.0,6.7,T,3
Hot Shots Golf: World Invitational,PSV,2011.0,Sports,0.55,76.0,8.1,E,1
Tony Hawk's Pro Skater 3,XB,2002.0,Sports,0.55,93.0,8.4,T,1
Mega Man Zero,GBA,2002.0,Platform,0.55,82.0,8.9,E,0
Resident Evil: Revelations 2,PS4,2015.0,Action,0.55,75.0,7.7,M,3
NBA 2K8,PS3,2007.0,Sports,0.55,81.0,6.8,E,1
Rayman Origins,Wii,2011.0,Platform,0.55,92.0,8.3,E10+,1
Assassin's Creed: Unity,PC,2014.0,Action,0.55,70.0,3.0,M,2
MX vs. ATV: Alive,X360,2011.0,Racing,0.55,63.0,7.2,E,1
Shrek 2,XB,2004.0,Platform,0.55,72.0,8.4,E,1
Purr Pals,DS,2007.0,Simulation,0.55,67.0,6.8,E,0
Assassin's Creed II,PC,2010.0,Action,0.55,86.0,6.9,M,3
Tak and the Power of Juju,GBA,2003.0,Platform,0.55,79.0,9.2,E,0
Lips: Number One Hits,X360,2009.0,Misc,0.55,70.0,7.6,T,3
Turok: Evolution,XB,2002.0,Shooter,0.55,68.0,6.7,M,1
Jak X: Combat Racing,PS2,2005.0,Racing,0.55,76.0,7.7,T,0
American Idol,PS2,2003.0,Misc,0.55,41.0,4.8,E,2
Red Dead Revolver,XB,2004.0,Shooter,0.55,74.0,8.5,M,1
CrossworDS,DS,2008.0,Puzzle,0.55,67.0,6.8,E,0
Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,0.55,82.0,7.1,E,0
Sly Cooper: Thieves in Time,PS3,2013.0,Platform,0.54,75.0,8.3,E10+,1
Iron Man,PS2,2008.0,Action,0.54,47.0,5.6,T,2
Spec Ops: The Line,PS3,2012.0,Shooter,0.54,77.0,8.0,M,1
The SpongeBob SquarePants Movie,XB,2004.0,Platform,0.54,74.0,8.5,E,1
NHL 14,PS3,2013.0,Sports,0.54,80.0,6.0,E10+,1
F1 2013,PS3,2013.0,Racing,0.54,77.0,6.3,E,1
Legends of WrestleMania,PS3,2009.0,Fighting,0.54,70.0,6.5,T,3
Tiger Woods PGA Tour 08,X360,2007.0,Sports,0.54,80.0,7.8,E,1
Dance Dance Revolution Ultramix,XB,2003.0,Simulation,0.54,82.0,8.8,E,1
Crash Tag Team Racing,PS2,2005.0,Racing,0.54,66.0,7.0,E10+,0
Front Mission 4,PS2,2003.0,Strategy,0.54,75.0,8.6,T,0
Rayman Origins,PSV,2012.0,Platform,0.54,88.0,8.4,E10+,1
F.E.A.R.,PS3,2007.0,Shooter,0.54,72.0,7.4,M,0
Enslaved: Odyssey to the West,X360,2010.0,Action,0.54,82.0,7.8,T,3
Dragon Ball Z: Shin Budokai,PSP,2006.0,Fighting,0.54,70.0,8.1,T,3
Tiger Woods PGA Tour 13,PS3,2012.0,Sports,0.54,75.0,5.7,E,1
Dynasty Warriors: Gundam 3,PS3,2010.0,Action,0.54,58.0,7.5,T,3
Tiger Woods PGA Tour 11,Wii,2010.0,Sports,0.54,84.0,8.3,E,1
NBA Live 10,PS3,2009.0,Sports,0.54,81.0,7.5,E,1
Metro 2033,X360,2010.0,Shooter,0.54,77.0,7.9,M,1
Fire Emblem: Path of Radiance,GC,2005.0,Action,0.54,85.0,8.9,T,3
Hotel Dusk: Room 215,DS,2007.0,Adventure,0.54,78.0,8.6,T,3
Final Fantasy Explorers,3DS,2014.0,Role-Playing,0.54,69.0,7.0,E10+,0
SSX Tricky,GC,2001.0,Sports,0.54,87.0,8.6,E,0
Greg Hastings' Tournament Paintball,XB,2004.0,Shooter,0.54,74.0,9.2,T,1
ESPN NBA Basketball,PS2,2003.0,Sports,0.54,89.0,8.4,E,0
Dragon Ball Z: Ultimate Tenkaichi,X360,2011.0,Fighting,0.54,55.0,5.8,T,2
Sacred 2: Fallen Angel,X360,2009.0,Role-Playing,0.54,71.0,7.3,M,1
Two Worlds II,X360,2011.0,Role-Playing,0.54,67.0,6.6,M,1
Over the Hedge,PS2,2006.0,Platform,0.54,58.0,8.6,E10+,0
Mat Hoffman's Pro BMX,PS,2001.0,Sports,0.54,80.0,8.6,E,0
NHL 14,X360,2013.0,Sports,0.54,81.0,5.9,E10+,1
The Hobbit,PS2,2003.0,Platform,0.54,59.0,8.6,E,0
War of the Monsters,PS2,2003.0,Fighting,0.54,80.0,8.9,T,3
Harry Potter and the Deathly Hallows - Part 1,Wii,2010.0,Action,0.54,41.0,5.0,T,2
The Incredible Hulk: Ultimate Destruction,PS2,2005.0,Action,0.54,83.0,8.7,T,3
Time Crisis: Razing Storm,PS3,2010.0,Shooter,0.54,58.0,5.9,T,2
Summer Sports: Paradise Island,Wii,2008.0,Sports,0.53,46.0,4.6,E,2
Time Crisis II,PS2,2001.0,Shooter,0.53,81.0,7.9,T,0
NCAA March Madness 06,PS2,2005.0,Sports,0.53,78.0,9.1,E,0
LEGO Dimensions,WiiU,2015.0,Action,0.53,62.0,6.5,E10+,3
Valkyria Chronicles II,PSP,2010.0,Role-Playing,0.53,83.0,8.1,T,1
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,0.53,85.0,8.8,T,3
Rune Factory: A Fantasy Harvest Moon,DS,2006.0,Role-Playing,0.53,78.0,8.1,E,0
Legacy of Kain: Defiance,PS2,2003.0,Action,0.53,75.0,9.3,M,3
NCAA March Madness 2005,PS2,2004.0,Sports,0.53,78.0,8.3,E,0
007 Racing,PS,2000.0,Racing,0.53,51.0,4.6,T,2
Tactics Ogre: Let Us Cling Together,PSP,2010.0,Role-Playing,0.53,87.0,8.8,T,1
Conflict: Vietnam,PS2,2004.0,Shooter,0.53,58.0,8.1,M,0
Dragon's Crown,PS3,2013.0,Role-Playing,0.53,82.0,8.3,T,3
MLB SlugFest 20-04,PS2,2003.0,Sports,0.53,78.0,8.3,E,0
Blitz: The League,XB,2004.0,Sports,0.53,78.0,7.7,M,1
Manhunt 2,Wii,2007.0,Action,0.53,62.0,7.1,M,3
Just Dance 2015,XOne,2014.0,Misc,0.53,70.0,7.5,E10+,1
The LEGO Movie Videogame,XOne,2014.0,Action,0.53,69.0,6.9,E10+,3
Overwatch,PC,2016.0,Shooter,0.53,91.0,6.8,T,1
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005.0,Action,0.53,82.0,8.5,T,3
Burnout Revenge,XB,2005.0,Racing,0.53,89.0,8.4,E10+,1
Medal of Honor: European Assault,XB,2005.0,Shooter,0.53,72.0,7.0,T,1
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004.0,Platform,0.53,71.0,8.2,E,0
The Lord of the Rings: The Fellowship of the Ring,XB,2002.0,Action,0.53,59.0,6.6,T,3
NBA 06,PS2,2005.0,Sports,0.53,63.0,6.3,E,0
Excite Truck,Wii,2006.0,Racing,0.53,72.0,8.4,E,1
Magician's Quest: Mysterious Times,DS,2008.0,Role-Playing,0.53,69.0,7.6,E10+,0
X-Men Legends,GC,2004.0,Role-Playing,0.53,81.0,8.5,T,0
StarCraft II: Legacy of the Void,PC,2015.0,Strategy,0.53,88.0,8.3,T,1
ModNation Racers,PSP,2010.0,Racing,0.53,73.0,7.7,E,1
WWE SmackDown vs. Raw 2010,DS,2009.0,Fighting,0.53,75.0,8.3,T,3
Oni,PS2,2001.0,Action,0.53,69.0,7.8,T,3
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007.0,Shooter,0.53,61.0,6.4,T,2
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008.0,Action,0.53,47.0,5.4,E,2
Terminator Salvation,PS3,2009.0,Shooter,0.53,43.0,3.9,T,2
The Lord of the Rings: The Two Towers,GC,2002.0,Action,0.53,82.0,8.7,T,3
Batman: Arkham City,PC,2011.0,Action,0.53,91.0,8.6,T,3
Juiced,PS2,2005.0,Racing,0.53,68.0,7.7,T,0
The Warriors,PS2,2005.0,Action,0.53,84.0,8.5,M,3
Star Fox Command,DS,2006.0,Shooter,0.53,76.0,7.3,E10+,0
Bulletstorm,PS3,2011.0,Shooter,0.53,83.0,7.7,M,1
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003.0,Shooter,0.53,66.0,8.0,M,0
Mario Tennis: Power Tour,GBA,2005.0,Sports,0.52,81.0,8.0,E,0
Seaman,DC,1999.0,Simulation,0.52,82.0,8.4,T,0
Michael Jackson: The Experience,PS3,2011.0,Misc,0.52,66.0,8.4,E10+,3
Stuntman: Ignition,PS3,2007.0,Racing,0.52,76.0,6.2,T,3
F.E.A.R. 2: Project Origin,X360,2009.0,Shooter,0.52,77.0,8.0,M,1
Mystery Dungeon: Shiren the Wanderer,DS,2006.0,Role-Playing,0.52,69.0,8.2,E,0
GT Pro Series,Wii,2006.0,Racing,0.52,41.0,4.0,E,2
Tiger Woods PGA Tour 11,X360,2010.0,Sports,0.52,79.0,7.8,E,1
The Golden Compass,PS2,2007.0,Action,0.52,46.0,5.2,E10+,2
Final Fantasy Chronicles,PS,2001.0,Role-Playing,0.52,89.0,9.1,T,0
F1 2009,PSP,2009.0,Racing,0.52,68.0,7.2,E,1
Syphon Filter 3,PS,2001.0,Shooter,0.52,73.0,8.5,M,0
Metal Gear Solid 2: Substance,PS2,2002.0,Action,0.52,87.0,9.0,M,0
Tales of Symphonia: Dawn of the New World,Wii,2008.0,Role-Playing,0.52,68.0,7.1,T,1
NBA Live 08,X360,2007.0,Sports,0.52,73.0,5.3,E,1
We Love Katamari,PS2,2005.0,Puzzle,0.52,86.0,8.9,E,0
Sesame Street: Once Upon A Monster,X360,2011.0,Misc,0.52,79.0,6.9,E,1
NCAA Football 2003,XB,2002.0,Sports,0.52,90.0,8.2,E,1
We Cheer,Wii,2008.0,Simulation,0.52,56.0,7.3,E10+,1
Madden NFL 07,PS3,2006.0,Sports,0.52,76.0,4.2,E,1
LEGO Jurassic World,WiiU,2015.0,Action,0.52,71.0,8.1,E10+,3
NBA Live 09,PS3,2008.0,Sports,0.52,75.0,7.8,E,1
Rory McIlroy PGA Tour,PS4,2015.0,Action,0.52,61.0,3.7,E,2
SingStar Dance,PS3,2010.0,Misc,0.52,65.0,3.9,T,2
Lords of the Fallen,PS4,2014.0,Role-Playing,0.52,68.0,6.6,M,1
Tomb Raider: Legend,PS2,2006.0,Action,0.52,82.0,7.1,T,3
Freedom Fighters,PS2,2003.0,Shooter,0.52,81.0,8.4,T,0
Silent Hill: Origins,PSP,2007.0,Action,0.52,78.0,7.8,M,3
